user_id,recs
1392,"[5569471, 1055504, 1070538, 851447, 15511233, 854852, 1070820, 9487186, 1123591, 15926886, 826144, 5996251, 901066, 962568, 961021, 1115576, 900175, 1027372, 827079, 993466, 8357418, 998549, 1105478, 1006264, 1070845, 1093244, 948651, 996156, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906]"
1393,"[16053242, 1086727, 950638, 12811532, 8293898, 835098, 17283099, 901062, 5585068, 9297461, 1120261, 12757544, 1135476, 1051516, 908846, 1082185, 1122928, 5582169, 6034490, 1126899, 956672, 6919082, 861256, 1083463, 978083, 903325, 12810393, 820165, 1095944, 974177, 868888, 15716751, 961172, 862139, 12524016, 1081435, 1010259, 1119051, 5995312, 15797145, 935811, 1101437, 13776705, 913324, 6633242, 17381676, 6034857, 877366, 1082185, 6534178]"
1394,"[15717044, 9245106, 840938, 1072403, 884344, 5568249, 961021, 1039682, 887325, 15596293, 1082185, 860776, 1101437, 13008175, 886291, 933060, 1119051, 908064, 13115981, 905690, 820165, 1003600, 12301405, 1047486, 1102759, 878996, 961554, 10201697, 6034857, 9526786, 1135432, 1005155, 974743, 1004906, 9677236, 1071196, 12427558, 1105616, 920421, 862349, 846638, 951590, 13008056, 867721, 1032114, 894968, 1082185, 6534178, 1029743, 995242]"
1395,"[1042083, 881883, 10285133, 961098, 1025404, 906844, 13776705, 1047557, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036]"
1397,"[6463546, 998336, 12301100, 880150, 1132290, 944534, 1009770, 873324, 939900, 12811534, 918046, 1004906, 15483282, 1085983, 1024051, 955858, 1095700, 905539, 1139830, 13189968, 924427, 896938, 1113820, 827919, 1082185, 976300, 7410071, 1037337, 15926931, 971027, 844179, 893501, 1053690, 955399, 1092026, 1074271, 1098692, 844165, 885307, 12427353, 865569, 15926863, 15926886, 969403, 1115733, 943088, 823704, 827180, 1068719, 1041761]"
1398,"[5569374, 6534035, 1024583, 1121410, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
1399,"[929751, 5995597, 1063824, 10456364, 10456179, 15596131, 15595936, 889576, 934848, 948150, 1082185, 956902, 13417588, 1116741, 849098, 951746, 995242, 1053039, 875970, 868522, 986947, 1088393, 979239, 905582, 989157, 9419648, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484]"
1401,"[1095201, 6391532, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
1402,"[1106523, 849843, 12949872, 923746, 8249543, 5578643, 5582789, 5586955, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036]"
1403,"[1111447, 870547, 15595804, 859426, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
1404,"[5568729, 6773180, 1078100, 845193, 1093030, 1138443, 17214762, 1089505, 13416351, 896465, 913089, 985521, 1134292, 921744, 1121360, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249]"
1405,"[1003188, 1031083, 843304, 986393, 14077400, 1029743, 964717, 6979241, 839238, 1136988, 1071554, 15595741, 849688, 1118987, 5569471, 1069506, 970747, 844179, 8090521, 922636, 842126, 1135568, 1119261, 900698, 1069620, 1050915, 1049348, 9802643, 862283, 1021108, 1019286, 866177, 995303, 938478, 889965, 984491, 12352120, 1076855, 13672062, 860917, 1089505, 969932, 5569172, 5584620, 5585735, 5587502, 5587837, 5590287, 983991, 1096647]"
1406,"[952408, 12757029, 865528, 17179907, 845208, 5569845, 960732, 16734566, 15800513, 5568447, 15596429, 1055646, 899624, 1081177, 1051516, 1007136, 15686691, 15686957, 978069, 1106064, 1018740, 957232, 9487606, 1029743, 844155, 1082185, 910255, 13134169, 1008787, 1012941, 7115633, 15927858, 1025399, 1135459, 939971, 826144, 894236, 862642, 1048483, 1078471, 1118178, 15716677, 1038174, 1038985, 1049892, 1138487, 9655482, 1097038, 951190, 944486]"
1407,"[6464166, 1055504, 1029743, 909086, 1112825, 1127701, 13039578, 1087660, 1059994, 7025250, 866227, 986187, 7409824, 1082185, 1030398, 939605, 866211, 1043730, 14077740, 12172239, 964462, 9527187, 951102, 951703, 868548, 871680, 1004950, 12301743, 986947, 896444, 1080543, 16734005, 13910885, 948670, 955587, 1073120, 1015508, 1069522, 968932, 856435, 1111080, 1025641, 860248, 865511, 7462562, 820347, 860975, 951590, 882496, 995242]"
1408,"[6773013, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690, 820165]"
1409,"[12810393, 8090513, 6534035, 6534030, 1130858, 1009769, 1037337, 1116050, 5978656, 1041259, 1040927, 942565, 1082185, 1042907, 866140, 9881779, 945244, 12302069, 1021324, 1116020, 8160430, 1134522, 15626016, 906905, 6391076, 998558, 896617, 12524733, 12524732, 6391436, 913210, 870315, 1004906, 981103, 15626030, 982790, 928146, 1096036, 1035536, 923746, 962970, 1104695, 1009969, 849843, 922307, 1022003, 5592990, 1076608, 1133018, 1125219]"
1410,"[936118, 874972, 847573, 1119075, 906443, 979022, 1131351, 1029743, 1131374, 822785, 826860, 1031316, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
1412,"[8090539, 1024319, 1054262, 8181159, 1082185, 1060673, 9487606, 1029743, 979707, 15717057, 999714, 12301405, 885795, 15972298, 905059, 1139835, 1056165, 1032512, 9677202, 1120443, 1136654, 858302, 1015141, 15926827, 1044805, 830192, 885290, 5592501, 913270, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707]"
1413,"[13417048, 1082212, 1044078, 960484, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025]"
1414,"[1036611, 6039584, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
1415,"[172375, 866227, 1095275, 883940, 906309, 9296581, 10312139, 1013503, 1125123, 831509, 955075, 1107553, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928]"
1417,"[1095461, 13506200, 837270, 1055646, 1095486, 1123842, 1068561, 15717054, 854373, 909306, 1105616, 1068719, 835243, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122]"
1418,"[1006878, 1070820, 12731543, 923528, 908224, 1048257, 6463775, 841327, 937489, 926808, 962274, 9859110, 939346, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122]"
1419,"[1041531, 870843, 13910669, 7144136, 842704, 1019637, 9245106, 17903379, 8181355, 5591170, 6463742, 1039840, 1094308, 957232, 7409940, 17179424, 17178954, 15926886, 17104927, 919534, 973042, 902659, 866355, 1085604, 8065410, 10456568, 1050851, 1100658, 947754, 936118, 870515, 1070015, 976199, 979707, 1055646, 1005902, 1131351, 1014732, 5978656, 15629719, 14077333, 15596338, 7168417, 826385, 1084597, 859075, 945627, 1012841, 909894, 838347]"
1420,"[397896, 1038550, 12384443, 912004, 944139, 9487385, 832968, 824825, 1072068, 919423, 1083524, 6464074, 15452599, 9884579, 950687, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249]"
1421,"[845307, 944534, 12811532, 835098, 13003100, 1082185, 1113111, 979098, 844179, 995785, 1055646, 986947, 8090521, 7167692, 1124729, 5569845, 6463900, 847186, 999913, 9655068, 861279, 8090509, 9676755, 1096036, 6534480, 5569230, 1029743, 1089381, 849505, 1053690, 999971, 1013149, 892920, 992065, 955370, 1139827, 12524323, 981760, 840361, 826790, 943076, 929286, 864532, 15926885, 1130858, 823758, 962229, 974108, 961458, 882830]"
1423,"[844179, 5981267, 1048779, 927080, 13008334, 6534178, 847901, 913806, 878445, 937276, 912553, 1032549, 833715, 947326, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997]"
1424,"[6534178, 878996, 893018, 1029743, 890999, 1012112, 999714, 914190, 1038721, 10255386, 954922, 1024306, 9928420, 845633, 968363, 909306, 821083, 15716682, 1082185, 9297184, 5592736, 1030819, 967373, 10204277, 905913, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075]"
1425,"[15972023, 1128240, 854405, 845193, 965543, 872417, 1137100, 1005173, 1087102, 883003, 8090537, 825541, 1037863, 1055646, 995242, 5995129, 951590, 12457047, 1137304, 971285, 933835, 8090521, 8090509, 1101174, 830750, 929668, 1078763, 933248, 966358, 852864, 851226, 889774, 16059148, 1098066, 1053612, 868075, 868401, 844179, 5569471, 5569230, 859075, 1096036, 960984, 1101010, 1029743, 951164, 856772, 12263934, 849843, 15926712]"
1426,"[5568152, 8090537, 14025498, 7441118, 12946352, 1125123, 982852, 964353, 8118500, 927737, 1013770, 1114811, 1086732, 6533437, 6534873, 6534069, 1135681, 844165, 863529, 6632283, 1117824, 889863, 890441, 6534657, 1031975, 979707, 931606, 873056, 919534, 1034383, 8358895, 12781573, 1001209, 913210, 12488057, 995242, 1139651, 12187392, 1067185, 994928, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361]"
1427,"[885321, 866211, 15687132, 12385586, 12301073, 5978648, 6979423, 8011291, 1005186, 1082185, 909714, 1043301, 9879689, 1068719, 847982, 17328362, 887782, 1075337, 1129610, 9707340, 9296856, 823721, 823255, 15972490, 1075918, 890719, 1110813, 977508, 15972332, 12263614, 12188362, 909479, 7025250, 7025326, 1015231, 988843, 923689, 861279, 884686, 925694, 956284, 996009, 1095587, 1047686, 951197, 1116589, 1034838, 1138858, 13006964, 1025581]"
1428,"[969744, 932469, 1076056, 12263083, 995785, 1055646, 13777101, 1041590, 9189421, 863447, 913210, 1139915, 9487534, 829001, 5573375, 844155, 827180, 899624, 825365, 844179, 7442317, 1012444, 12384008, 8091550, 1023093, 1099089, 839419, 13072769, 887325, 1103741, 1041157, 883404, 1013187, 1027447, 920799, 1077703, 940806, 976199, 935770, 5979414, 1085137, 929309, 894954, 907099, 999104, 833025, 8090532, 1028885, 1076195, 1013641]"
1429,"[996269, 1024319, 878996, 6424472, 852080, 16733996, 1003524, 15596933, 919948, 926909, 940731, 1129576, 17104857, 17105257, 1085256, 10351524, 13671963, 13672073, 10284946, 17104444, 1031492, 1058997, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190]"
1430,"[906844, 1131321, 885863, 16733709, 14077304, 983665, 880150, 15716349, 942045, 901776, 982973, 1024306, 6704319, 895295, 1051764, 841309, 1078449, 15686792, 1087102, 1040807, 1009187, 9833277, 1098844, 8090537, 1032658, 844740, 8118584, 891440, 13115501, 890610, 9858847, 1095700, 1082185, 1079221, 921504, 13877012, 989195, 887161, 1025581, 939546, 9677466, 9677624, 12262992, 15452577, 1026162, 1135768, 904521, 1097382, 856435, 5569374]"
1431,"[922102, 908732, 1110572, 905081, 826144, 9836752, 1013982, 5569230, 993698, 1106523, 15863650, 916122, 12301109, 819063, 1091499, 840361, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857]"
1433,"[13910611, 991268, 12650224, 1369595, 1315320, 880168, 981962, 910291, 964356, 1051069, 1139827, 858302, 981944, 844165, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997]"
1434,"[7144140, 13186845, 6534103, 8177622, 5569230, 920426, 912817, 931153, 917384, 16769555, 954347, 1082185, 1130858, 945914, 1077579, 9265500, 1042395, 937649, 964342, 990865, 13911560, 12384564, 13381584, 927379, 1028747, 1075368, 953476, 948420, 976998, 13115903, 964977, 853904, 979746, 833715, 1108092, 1023027, 1043128, 8205577, 1006188, 1121213, 1103096, 5566484, 15775545, 875027, 15717072, 923746, 6979128, 9884753, 883404, 1081421]"
1437,"[870195, 1129049, 1044759, 1044078, 12731434, 902094, 884123, 1098191, 13416351, 883963, 1100972, 828143, 9881208, 5586658, 5578494, 5578643, 5585186, 5586642, 1031633, 17328261, 869604, 883404, 907014, 889774, 982960, 17106033, 1069979, 828106, 914190, 5569230, 6534035, 12695224, 893018, 949408, 935770, 17179856, 897752, 1118547, 1131500, 5580793, 9655212, 10285002, 847127, 1079228, 1100125, 1098066, 826249, 991435, 991959, 945652]"
1438,"[13006905, 885321, 835994, 975004, 834303, 875521, 933599, 986853, 1026550, 17241023, 1012941, 866227, 863632, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122]"
1439,"[986912, 1011300, 1110764, 995876, 978129, 1050851, 1029743, 830503, 967762, 974156, 6034857, 857503, 939847, 1077143, 987562, 859075, 897306, 1006184, 827050, 907647, 898980, 924786, 1051402, 862139, 952254, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075]"
1440,"[1109981, 12811532, 910032, 1098844, 819978, 5574409, 1044078, 15926982, 5574369, 1029624, 1135258, 1133018, 12330376, 12262992, 5567169, 1029685, 13002864, 989069, 13381584, 908531, 955431, 847573, 906995, 853998, 893018, 5588161, 1113989, 1000050, 1062453, 999971, 925626, 961554, 1018740, 823565, 1106523, 1079023, 1071342, 1107538, 15973172, 1013187, 874736, 962118, 1062966, 826385, 12132315, 1132770, 938700, 1013321, 973861, 903230]"
1443,"[7431990, 924299, 1110843, 931672, 906844, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208]"
1445,"[1070702, 874972, 1135476, 1009361, 1127831, 866211, 1097602, 998352, 962568, 860776, 14050891, 6034612, 9268695, 951412, 834117, 8090509, 6534480, 6534035, 1068651, 909714, 1041259, 921438, 9677846, 6034857, 10198378, 894360, 849202, 1026118, 1068719, 883404, 1107039, 995965, 1044207, 1136257, 937413, 1102959, 1004906, 902202, 9553047, 967476, 1048462, 1072843, 9445919, 1089881, 921614, 1082185, 6534178, 1029743, 995242, 1106523]"
1446,"[989101, 833715, 853904, 7440663, 963517, 13095651, 12456375, 10204393, 1026984, 15452833, 15452816, 1000329, 1076056, 1138212, 13876624, 988697, 941943, 923746, 16769478, 868161, 954499, 1133018, 972931, 1068943, 837413, 842423, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484]"
1447,"[15596914, 1113462, 6534178, 15742259, 15596468, 1076855, 898214, 966449, 974993, 1099540, 15596518, 15596593, 15596839, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122]"
1448,"[1010310, 890268, 1123655, 9707240, 1029743, 883404, 839112, 1072515, 5590158, 1012922, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
1450,"[6534178, 1082269, 833351, 1024384, 824305, 825541, 853761, 1124729, 979707, 1082185, 1102959, 1122732, 965693, 1082172, 1096036, 15717057, 981760, 1076056, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325]"
1451,"[15863593, 956599, 6443350, 826249, 1096343, 7462562, 961554, 9704731, 13213112, 13911207, 824005, 5978656, 12949301, 1011457, 6534178, 1082185, 6443310, 9832160, 823990, 987148, 886941, 1070820, 819063, 1138487, 1055646, 866227, 828106, 1096317, 1075637, 903325, 1098066, 1077555, 1103741, 867188, 995876, 890999, 837413, 866140, 899019, 1011578, 17974316, 841469, 912902, 1039287, 12604481, 1046584, 1091499, 15506577, 835694, 913623]"
1452,"[1134292, 9368289, 1036773, 15926725, 1007136, 851394, 1013928, 995242, 922736, 1096290, 1075175, 5584027, 849843, 903230, 1111839, 866950, 853904, 5585727, 15595772, 5584620, 989101, 1133018, 10457128, 5590287, 843127, 1108092, 1046465, 943233, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906]"
1453,"[8090440, 938920, 15972119, 12731660, 926252, 926008, 862538, 5590245, 13911547, 13003101, 937454, 12301766, 1069863, 9933751, 1097237, 1067787, 13877124, 916122, 1044324, 16809589, 1098167, 1038663, 12810414, 12263024, 17179859, 6463472, 16097984, 1106445, 6602729, 887783, 903800, 6602725, 1088462, 1066923, 862010, 12171656, 1043787, 1087935, 856658, 926916, 8293447, 8273833, 963868, 1047012, 1043079, 12604327, 897645, 15971981, 905857, 1003661]"
1454,"[1045228, 6534178, 878996, 1082185, 883003, 965502, 865741, 12811705, 1051283, 839630, 1029512, 12131808, 857026, 1116821, 1019382, 979707, 833025, 903325, 909268, 1107837, 1069733, 1031260, 999971, 1069597, 826144, 1050082, 913406, 879734, 1108094, 918683, 5569471, 5569230, 930344, 6552254, 1135476, 859075, 976199, 1078063, 15926775, 5569374, 896709, 8019977, 8019968, 1040807, 13910825, 6034857, 1004906, 961377, 1117514, 927400]"
1457,"[1104649, 1070214, 987724, 1075175, 883963, 991546, 907014, 883549, 1078346, 867188, 912681, 950998, 1119993, 5592931, 1022254, 1044895, 1000664, 952893, 896149, 832249, 857849, 987562, 950550, 835243, 12171833, 945909, 1106523, 995151, 1068719, 854405, 1025755, 910673, 986912, 1069621, 856060, 847753, 1004906, 13213111, 13213250, 857006, 1025611, 908846, 17249838, 820165, 944018, 945200, 920844, 1082185, 6534178, 1029743]"
1458,"[10149970, 895971, 15778586, 1062538, 5589496, 976998, 1070702, 1082185, 12810393, 844179, 6534178, 968003, 1103741, 1050883, 1025612, 5591170, 6463742, 896539, 8019766, 1053931, 831536, 1083328, 1042907, 1123842, 1055072, 878739, 882496, 980948, 854520, 15972074, 16769496, 1025611, 13417590, 13417591, 923746, 963517, 1048750, 1071939, 882305, 1104380, 845208, 878445, 942916, 863447, 833940, 9245106, 12330367, 962266, 16096969, 13513356]"
1459,"[9835903, 12188390, 1044078, 5565069, 1002787, 961756, 883819, 9526628, 844179, 890695, 896914, 949965, 9296919, 13115971, 16734419, 1002771, 1038174, 16058731, 835783, 6513604, 6633273, 937928, 17249416, 6534480, 869477, 5569230, 1134379, 844282, 1134956, 855325, 908064, 1109981, 857130, 5571248, 891393, 825731, 12263857, 13213123, 9420337, 9527327, 943169, 1025581, 998189, 9677447, 904105, 892503, 872137, 871222, 934369, 856252]"
1460,"[1064380, 7166861, 1077359, 966684, 1027849, 821156, 15686691, 857262, 15801299, 10254254, 10255292, 15972765, 6944873, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122]"
1461,"[15571290, 8090532, 6534480, 6534178, 879677, 1074754, 844179, 995242, 979707, 1029743, 896938, 13095291, 936634, 5572276, 840102, 1087082, 13654702, 907014, 948001, 864741, 14025731, 9297403, 1005155, 1078763, 993804, 1113511, 904375, 902192, 881608, 1009200, 1012873, 13876914, 957267, 980259, 832513, 895540, 993625, 1050131, 1056762, 874670, 7166723, 821083, 963502, 12731466, 851675, 848471, 1082185, 9832861, 873160, 8019273]"
1462,"[1079987, 916122, 963400, 844740, 873717, 1097224, 932412, 1100432, 833558, 827915, 956412, 961021, 9297133, 948790, 44522, 887201, 17248842, 1003600, 1090027, 951855, 1131382, 1098844, 1137688, 1041259, 847270, 979707, 870515, 1101956, 1082185, 926265, 14025218, 1081905, 951412, 14025635, 1038463, 905335, 822049, 1023749, 835619, 974958, 10457375, 1049110, 896862, 964011, 13003101, 1028816, 1009046, 998549, 1009449, 1037398]"
1463,"[6034857, 1082185, 9707080, 987724, 835864, 1081421, 943858, 872021, 1093721, 822677, 10254581, 8090560, 1000237, 926210, 985716, 928961, 825753, 9707137, 838010, 878996, 1037332, 16770238, 844697, 13877192, 999198, 898212, 1037337, 5569471, 10284946, 1087081, 1013321, 892920, 1030819, 990981, 919828, 7410016, 962568, 927191, 909638, 1120085, 1083328, 1112087, 963676, 986912, 1019230, 1038894, 904833, 1005186, 985524, 974108]"
1465,"[13911642, 1117541, 921406, 1018050, 854754, 825703, 9296957, 1095100, 6034857, 947436, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471]"
1466,"[1119051, 13072730, 1082185, 6534178, 1029743, 995242, 1106523, 981760, 883404, 5569230, 951590, 840361, 923746, 849843, 995785, 1055646, 1133018, 1070820, 961554, 860776, 962568, 5978656, 979707, 1004906, 1126899, 834484, 859075, 844179, 899624, 914190, 878996, 844165, 1005186, 903325, 5568378, 6034857, 826249, 1058997, 916122, 994928, 908531, 5569471, 1068719, 1096036, 1081177, 862349, 845208, 833025, 1135476, 1053690]"
